ukprn,he_provider,year,country,students,school_lat,school_lon
10000571.0,Bath Spa University,2021/2022,total,550,51.374858,-2.438714578176041
10007152.0,University of Bedfordshire,2021/2022,total,0,51.877732449999996,-0.41005165765760376
10005343.0,Queen's University Belfast,2021/2022,total,0,54.5842881,-5.933656245995208
10037544.0,BIMM University,2021/2022,total,780,51.4795566,-0.1960698
10007760.0,Birkbeck College,2021/2022,total,0,51.52184485,-0.13021550670673807
10007140.0,Birmingham City University,2021/2022,total,0,52.4822706,-1.8888147987150585
10006840.0,The University of Birmingham,2021/2022,total,0,52.435015899999996,-1.947159562796694
10000712.0,University College Birmingham,2021/2022,total,0,52.481672,-1.9061374380791707
10007832.0,Birmingham Newman University,2021/2022,total,15,52.4346049,-1.9941518959059625
10000894.0,Bristol Baptist College,2021/2022,total,5,51.4604558,-2.6259498618797954
10007811.0,Bishop Grosseteste University,2021/2022,total,55,53.24382875,-0.5336373782519985
10004061.0,Bloomsbury Institute,2021/2022,total,315,51.5116948,-0.117442
10006841.0,The University of Bolton,2021/2022,total,0,53.57142575,-2.4264782591265446
10000385.0,The Arts University Bournemouth,2021/2022,total,580,50.7418816,-1.8976735
10000824.0,Bournemouth University,2021/2022,total,0,50.7226231,-1.8641233438403426
10031982.0,BPP University,2021/2022,total,0,51.50537905,-0.22337950306706675
10000936.0,The University College of Osteopathy,2021/2022,total,45,51.5001841,-0.09459868667582494
10007786.0,The University of Bristol,2021/2022,total,0,51.50076785,-2.5503106339491204
10000961.0,Brunel University London,2021/2022,total,0,51.5326092,-0.47404989072672915
10000975.0,Buckinghamshire New University,2021/2022,total,0,51.62782205,-0.75343598276741
10007787.0,The University of Buckingham,2021/2022,total,0,52.0244524,-0.7378417452243633
10007788.0,The University of Cambridge,2021/2022,total,0,52.1867003,0.13650796363903167
10003324.0,The Institute of Cancer Research,2021/2022,total,40,51.489775249999994,-0.17461057962416415
10001143.0,Canterbury Christ Church University,2021/2022,total,795,51.279182399999996,1.0903628318027239
10007814.0,Cardiff University,2021/2022,total,0,51.4886911,-3.1794825
10007854.0,Cardiff Metropolitan University,2021/2022,total,0,51.4960947,-3.2127615385866655
10007848.0,University of Chester,2021/2022,total,0,53.200264250000004,-2.8993188621319756
10001478.0,"City, University of London",2021/2022,total,0,51.527658200000005,-0.10352447335648303
10007912.0,Cliff College,2021/2022,total,0,53.2626335,-1.6279603777731182
10007761.0,Courtauld Institute of Art,2021/2022,total,220,51.51149315,-0.11772887582631139
10001726.0,Coventry University,2021/2022,total,0,52.4056372,-1.4997222676795412
10007822.0,Cranfield University,2021/2022,total,0,52.070132900000004,-0.6287023427161589
10006427.0,University for the Creative Arts,2021/2022,total,0,51.2162625,-0.8060567021382656
10007842.0,University of Cumbria,2021/2022,total,280,54.8908157,-2.9223991
10001883.0,De Montfort University,2021/2022,total,0,52.63047175,-1.1402281049813487
10007851.0,University of Derby,2021/2022,total,0,52.937954700000006,-1.497999105195924
10007852.0,The University of Dundee,2021/2022,total,0,56.45796755,-2.9821483135375493
10007143.0,University of Durham,2021/2022,total,0,54.7743725,-1.5766714
10007789.0,The University of East Anglia,2021/2022,total,0,52.62106225,1.2356187242525833
10007144.0,The University of East London,2021/2022,total,0,51.5075713,0.0641476
10007823.0,Edge Hill University,2021/2022,total,495,53.55830545,-2.869269278551262
10007772.0,Edinburgh Napier University,2021/2022,total,0,55.93110635,-3.2093902303057424
10007790.0,The University of Edinburgh,2021/2022,total,0,55.948366449999995,-3.185681320007981
10007791.0,The University of Essex,2021/2022,total,0,51.538100850000006,0.7123974191663069
10008640.0,Falmouth University,2021/2022,total,445,50.1489643,-5.07044720681594
10022087.0,Futureworks,2021/2022,total,15,53.4822728,-2.2533851
10007762.0,Glasgow Caledonian University,2021/2022,total,0,55.86746635,-4.250245389417843
10002681.0,Glasgow School of Art,2021/2022,total,860,55.8663077,-4.263900066705968
10007794.0,The University of Glasgow,2021/2022,total,0,55.873419049999995,-4.289052856658881
10007145.0,University of Gloucestershire,2021/2022,total,585,51.8731804,-2.2239706215311656
10002718.0,Goldsmiths College,2021/2022,total,0,51.473283949999995,-0.03662674755260884
10007825.0,Guildhall School of Music and Drama,2021/2022,total,340,51.5195225,-0.09237473454516612
10040812.0,Harper Adams University,2021/2022,total,230,52.78025975,-2.4322511730575487
10007764.0,Heriot-Watt University,2021/2022,total,0,55.91029585,-3.323447514558347
10007147.0,University of Hertfordshire,2021/2022,total,0,51.75174425,-0.23904979445944738
10007149.0,The University of Hull,2021/2022,total,0,53.773250649999994,-0.3670415117318655
10035638.0,Institute of Contemporary Music Performance,2021/2022,total,280,51.544477650000005,-0.20232179784067766
10029682.0,The Islamic College,2021/2022,total,0,51.5466571,-0.23099582438186023
10007767.0,Keele University,2021/2022,total,0,53.0016756,-2.270694218876779
10007150.0,The University of Kent,2021/2022,total,0,51.29508745,1.0673312821552285
10003645.0,King's College London,2021/2022,total,0,51.50308545,-0.09000212114826903
10003678.0,Kingston University,2021/2022,total,0,51.403073899999995,-0.3032181426130893
10007768.0,The University of Lancaster,2021/2022,total,0,54.009842899999995,-2.787576781958986
10003854.0,Leeds Arts University,2021/2022,total,215,53.808804949999995,-1.5511542789300523
10003861.0,Leeds Beckett University,2021/2022,total,0,53.826144150000005,-1.5933537200236456
10034449.0,Leeds Conservatoire,2021/2022,total,130,53.79752125,-1.5329031748790376
10007795.0,The University of Leeds,2021/2022,total,0,53.8430407,-1.58866989583375
10003863.0,Leeds Trinity University,2021/2022,total,50,53.8481537,-1.6450164550572741
10007796.0,The University of Leicester,2021/2022,total,0,52.608264899999995,-1.081000558579433
10003956.0,Liverpool Hope University,2021/2022,total,345,53.412914799999996,-2.968953655934631
10003957.0,Liverpool John Moores University,2021/2022,total,0,53.41238439999999,-2.980926958955171
10003958.0,Liverpool School of Tropical Medicine,2021/2022,total,90,53.4086917,-2.9694971199140126
10007162.0,"University of the Arts, London",2021/2022,total,0,51.51768525,-0.11633584389344499
10007769.0,London Business School,2021/2022,total,0,51.5263869,-0.16115218526181216
10015506.0,The London College,2021/2022,total,5,51.47842195,-0.40834880000000096
10004048.0,London Metropolitan University,2021/2022,total,0,51.517382299999994,-0.08834959925816331
10004078.0,London South Bank University,2021/2022,total,0,51.497703200000004,-0.10180887720295356
10004063.0,London School of Economics and Political Science,2021/2022,total,0,51.51459765,-0.11642199104621423
10007771.0,London School of Hygiene and Tropical Medicine,2021/2022,total,585,51.5209537,-0.13037143644571766
10004075.0,London School of Theology,2021/2022,total,80,51.6126733,-0.43141301315347325
10004079.0,London Studio Centre,2021/2022,total,60,51.5330601,-0.12192404581967217
10004113.0,Loughborough University,2021/2022,total,0,52.763845,-1.237258153986855
10007798.0,The University of Manchester,2021/2022,total,0,51.57236815,-1.3114536688023473
10030776.0,St Mellitus College,2021/2022,total,0,51.4933784,-0.1877566
10004351.0,Middlesex University,2021/2022,total,0,51.65912265,-0.13334151025218616
10032277.0,The Minster Centre,2021/2022,total,0,51.5370822,-0.2039904422819407
10004450.0,Mountview Academy of Theatre Arts,2021/2022,total,75,51.4748412,-0.06974543952990153
10023454.0,Moorlands College,2021/2022,total,15,50.7696154,-1.7746270937618132
10000216.0,All Nations Christian College,2021/2022,total,30,51.802614899999995,0.0005026568829514444
10023456.0,Newbold College,2021/2022,total,30,51.42488,-0.7831118951820274
10007799.0,Newcastle University,2021/2022,total,0,54.98017505,-1.6146802127187847
10048199.0,Northeastern University London,2021/2022,total,130,51.5061905,-0.0715902
10008397.0,Norland College,2021/2022,total,10,51.37591185,-2.373241078981395
10004775.0,Norwich University of the Arts,2021/2022,total,185,52.63062395,1.295000721697714
10007154.0,University of Nottingham,2021/2022,total,0,52.9387428,-1.2002956927457427
10004797.0,The Nottingham Trent University,2021/2022,total,0,52.95814555,-1.1545502016035694
10007773.0,The Open University,2021/2022,total,430,52.02453775,-0.7092748093945007
10004930.0,Oxford Brookes University,2021/2022,total,0,51.755223,-1.2301040395972822
10007774.0,The University of Oxford,2021/2022,total,0,51.765921399999996,-1.2631250075112073
10005127.0,Arts University Plymouth,2021/2022,total,35,50.3727993,-4.136978908841802
10007801.0,University of Plymouth,2021/2022,total,0,50.3757001,-4.139378575455437
10007155.0,The University of Portsmouth,2021/2022,total,0,50.7938881,-1.0978796
10083476.0,The Prince's Foundation,2021/2022,total,5,51.5257408,-0.0812994
10007775.0,Queen Mary University of London,2021/2022,total,0,51.52471385,-0.03931044284306251
10009292.0,Royal Academy of Dramatic Art,2021/2022,total,40,51.5218227,-0.131341071973974
10005544.0,Royal Academy of Dance,2021/2022,total,20,51.4741106,-0.17563087164898294
10005389.0,Ravensbourne University London,2021/2022,total,315,51.50165815,0.005704460486348751
10007802.0,The University of Reading,2021/2022,total,0,56.4650368,-2.961257790665237
10021100.0,Regents Theological College,2021/2022,total,5,52.1135833,-2.3469732297548163
10008455.0,Regent College London,2021/2022,total,60,51.55214535,-0.2948120662139506
10005500.0,Robert Gordon University,2021/2022,total,0,57.1187364,-2.139306576766816
10007776.0,Roehampton University,2021/2022,total,0,51.4485315,-0.24401071122664614
10007835.0,Royal Academy of Music,2021/2022,total,380,51.52346355,-0.15186193316208124
10005545.0,Royal Agricultural University,2021/2022,total,185,51.7080041,-1.9916068233124282
10007777.0,Royal College of Art,2021/2022,total,0,51.4792809,-0.17045508721674918
10007778.0,Royal College of Music,2021/2022,total,540,51.499477600000006,-0.17710071827517998
10005561.0,Royal Conservatoire of Scotland,2021/2022,total,385,55.86638255,-4.257549087975787
10007816.0,The Royal Central School of Speech and Drama,2021/2022,total,290,51.54430755,-0.1741025801918736
10005553.0,Royal Holloway and Bedford New College,2021/2022,total,0,51.424449550000006,-0.5642561069587715
10007837.0,Royal Northern College of Music,2021/2022,total,275,53.46831975,-2.2372404920394153
10007779.0,The Royal Veterinary College,2021/2022,total,755,51.536826399999995,-0.13361570829139682
10007803.0,The University of St. Andrews,2021/2022,total,0,56.3429876,-2.7939691452666806
10007843.0,"St Mary's University, Twickenham",2021/2022,total,945,51.4371611,-0.3361972
10007156.0,The University of Salford,2021/2022,total,0,53.48650835,-2.2638280058838722
10007780.0,SOAS University of London,2021/2022,total,0,51.5218979,-0.1288676341954016
10005700.0,SRUC,2021/2022,total,25,55.94650865,-3.531872942609863
10005790.0,Sheffield Hallam University,2021/2022,total,0,53.38172635,-1.462795139475161
10007157.0,The University of Sheffield,2021/2022,total,0,53.3806759,-1.4840345
10006022.0,Solent University,2021/2022,total,0,50.9086815,-1.4005162611321633
10006093.0,Spurgeon's College,2021/2022,total,10,51.4061489,-0.0868106452870342
10006299.0,Staffordshire University,2021/2022,total,770,53.009474749999995,-2.1742692248780635
10008010.0,Stranmillis University College,2021/2022,total,20,54.5725918,-5.937541217711098
10007805.0,The University of Strathclyde,2021/2022,total,0,55.8618812,-4.241956565778082
10014001.0,University of Suffolk,2021/2022,total,0,52.05192825,1.1640592563471208
10007159.0,The University of Sunderland,2021/2022,total,0,54.912210900000005,-1.375076642822353
10007160.0,The University of Surrey,2021/2022,total,0,51.24307815,-0.5900544877514773
10007855.0,Swansea University,2021/2022,total,0,51.6080596,-3.9773969
10083403.0,The Engineering and Design Institute London,2021/2022,total,0,51.4968473,-0.04168663662271428
10007161.0,Teesside University,2021/2022,total,0,54.5695266,-1.2355444297582996
10008017.0,Trinity Laban Conservatoire of Music and Dance,2021/2022,total,390,51.4833429,-0.0069469
10007858.0,University of Wales Trinity Saint David,2021/2022,total,910,52.11313185,-4.075201674546898
10068157.0,University Centre Peterborough,2021/2022,total,5,52.58666425,-0.2325290469496617
10007807.0,Ulster University,2021/2022,total,0,54.604374,-5.929176
10039956.0,The University of Law,2021/2022,total,0,51.520537000000004,-0.13173725942856418
10007784.0,University College London,2021/2022,total,0,51.52420305,-0.13300072425929543
10007793.0,University of South Wales,2021/2022,total,0,51.5860894,-2.990616
10007164.0,"University of the West of England, Bristol",2021/2022,total,0,51.50076785,-2.5503106339491204
10007800.0,The University of the West of Scotland,2021/2022,total,0,56.458393599999994,-2.97443952793637
10032288.0,West Dean College,2021/2022,total,40,50.906352749999996,-0.7751859971279336
10006566.0,The University of West London,2021/2022,total,0,51.5070185,-0.3028075365414086
10007165.0,The University of Westminster,2021/2022,total,0,51.5168987,-0.14330516808711596
10003614.0,The University of Winchester,2021/2022,total,535,51.0626897,-1.3328889649771818
10007166.0,The University of Wolverhampton,2021/2022,total,0,52.5719739,-1.9699298
10007833.0,Wrexham University,2021/2022,total,0,53.0534759,-3.0047901266461725
10007657.0,Writtle University College,2021/2022,total,50,51.73742625,0.42823220420249875
10007713.0,York St John University,2021/2022,total,0,53.9653269,-1.0806968459195583
10007783.0,The University of Aberdeen,2020/2021,total_australasia,5,57.1639306,-2.100875776271873
10007849.0,Abertay University,2020/2021,total_australasia,0,56.4631526,-2.97467889452203
10007856.0,Aberystwyth University,2020/2021,total_australasia,5,52.41554955,-4.065054179671381
10000163.0,AECC University College,2020/2021,total_australasia,0,50.7277694,-1.828112718200746
10000291.0,Anglia Ruskin University,2020/2021,total_australasia,10,52.20338815,0.1350225704824107
10007759.0,Aston University,2020/2021,total_australasia,10,52.48619045,-1.888468930261664
10007857.0,Bangor University,2020/2021,total_australasia,0,53.2300234,-4.13008199555879
10000571.0,Bath Spa University,2020/2021,total_australasia,0,51.374858,-2.438714578176041
10007152.0,University of Bedfordshire,2020/2021,total_australasia,0,51.877732449999996,-0.41005165765760376
10005343.0,Queen's University Belfast,2020/2021,total_australasia,5,54.5842881,-5.933656245995208
10037544.0,BIMM University,2020/2021,total_australasia,5,51.4795566,-0.1960698
10007760.0,Birkbeck College,2020/2021,total_australasia,15,51.52184485,-0.13021550670673807
10007140.0,Birmingham City University,2020/2021,total_australasia,0,52.4822706,-1.8888147987150585
10006840.0,The University of Birmingham,2020/2021,total_australasia,25,52.435015899999996,-1.947159562796694
10000712.0,University College Birmingham,2020/2021,total_australasia,0,52.481672,-1.9061374380791707
10007832.0,Birmingham Newman University,2020/2021,total_australasia,0,52.4346049,-1.9941518959059625
